Product Name,Username,Review_Title,Review,Rating
['Flipkart SmartBuy 1000 W Dry Iron'],Jaga Mishra,Perfect product!,Good product 👍💯,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Terrific,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Pradeep Kumar Vishwakarma,Must buy!,Very good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Dipika Pandey,Worth the money,Very nice product 👍,4
['Flipkart SmartBuy 1000 W Dry Iron'],DeprecatedParam,Great product,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Nanam Anand kumar,Wonderful,Super nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Venkatesh,Worst experience ever!,Not working properly after 6 months.,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Good quality product,Nice product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Sharath Sk,Simply awesome,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Kannan e Kannan e,Mind-blowing purchase,ok,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shreyash Singh,Did not meet expectations,pathetic product,1
['Flipkart SmartBuy 1000 W Dry Iron'],Sk muksed Uddin,Hated it!,Very bad,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Perfect product!,Super,5
['Flipkart SmartBuy 1000 W Dry Iron'],Kishor Kumar,Terrific,That's good,5
['Flipkart SmartBuy 1000 W Dry Iron'],J KIRAN  KUMAR,Worth every penny,Good item,5
['Flipkart SmartBuy 1000 W Dry Iron'],Joy Bairagya,Pretty good,Yaha purchase it ... It's soo good,4
['Flipkart SmartBuy 1000 W Dry Iron'],ram kumar,Perfect product!,Fine,5
['Flipkart SmartBuy 1000 W Dry Iron'],Naaz Khan,Useless product,When ever I iron the cloth it get stick on it which will definitely damage my clothes i happen on every kind of material,1
['Flipkart SmartBuy 1000 W Dry Iron'],Ramveer Singh Ad.,Really Nice,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Ajay Sangolkar,Absolute rubbish!,Not working.,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Excellent,good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Raj Prabhu,Highly recommended,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Raveesha R,Hated it!,After 3 month not working,1
['Flipkart SmartBuy 1000 W Dry Iron'],Hari haran,Nice product,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],DINESH  MOURYA,Wonderful,Very nice 💯,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Does the job,Avarage,3
['Flipkart SmartBuy 1000 W Dry Iron'],Alok kumar Singh,Very Good,Good for bachelor...,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Simply awesome,Very nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Bharat Mandalia,Terrific,very very good products must buy,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worth every penny,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Decent product,Not Bad,3
['Flipkart SmartBuy 1000 W Dry Iron'],Satendra Singh,Just wow!,Very beautiful 🤩❤️❤️❤️,5
['Flipkart SmartBuy 1000 W Dry Iron'],Karan Rawat,Fabulous!,Good 😊 😊😊 quality,5
['Flipkart SmartBuy 1000 W Dry Iron'],RANJITH KR,Very Good,Liked,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worth every penny,Thank you Flipkart for this product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Maheswari M,Worth the money,good one...,4
['Flipkart SmartBuy 1000 W Dry Iron'],Sushil Kumawat,Great product,Nice product value for money 👌👌👌👌,5
['Flipkart SmartBuy 1000 W Dry Iron'],Maria  Nickson,Nice,good,3
['Flipkart SmartBuy 1000 W Dry Iron'],krishna chauhan,Worth the money,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Javed  Alam,Just wow!,Good 👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worst experience ever!,Very light weight and fast heating with low quality material.,1
['Flipkart SmartBuy 1000 W Dry Iron'],Surender  Kunwar,Perfect product!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Very Good,Nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Utterly Disappointed,"Not so good product, totally worst product. Regretting after purchasingWithin two months, even I was not using it daily... The polish removed,  it started stitching to clothes even at medium temperature. And for clothes which need high temperature, it's of no use... Coz temperature don go high.",1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Just wow!,Superb product this is,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Perfect product!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Value-for-money,Good product but it could be the best if the wires be more long,4
['Flipkart SmartBuy 1000 W Dry Iron'],Babita Babita,Perfect product!,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Bikesh  Kumar,Delightful,Good product..valu for money,4
['Flipkart SmartBuy 1000 W Dry Iron'],Roopa Naik,Really Nice,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worst experience ever!,Very bad quality,1
['Flipkart SmartBuy 1000 W Dry Iron'],Mahesh,Not recommended at all,Bottom not good,1
['Flipkart SmartBuy 1000 W Dry Iron'],Jagdish parsad Goswami,Super!,Good 👍👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Anand Kumar Thakur,Super!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Govind  Kavya,Excellent,Super item,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sitakanta Tarai,Highly recommended,Nice product and feel well but trying to use of results for towards,5
['Flipkart SmartBuy 1000 W Dry Iron'],Jayakumar V,Good quality product,Okay,4
['Flipkart SmartBuy 1000 W Dry Iron'],Shailendra Kumar,Awesome,Product ok h..,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Brilliant,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rakesh Gupta,Value-for-money,It's to good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Subbu Lakshmi,Terrific,Nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Don't waste your money,Very Bad quality only 3 month life of this iron,1
['Flipkart SmartBuy 1000 W Dry Iron'],Rohit Sharma,Highly recommended,Good 👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Dinesh Kumar M,Mind-blowing purchase,Good product Value for money,5
['Flipkart SmartBuy 1000 W Dry Iron'],prasanth reddy,Hated it!,0 out of 5 worst product dont buy,1
['Flipkart SmartBuy 1000 W Dry Iron'],REJAUL HAQUE SHEKH,Fabulous!,Reasonable price and nice product. Thanks.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Terrible product,"Het minimise and maximize both are same only,if i do iron every clothes get sinking it....worst product clothes getting damaged",1
['Flipkart SmartBuy 1000 W Dry Iron'],Viswa R,Worthless,It is rusting and gives the cloth brown stain every time.,1
['Flipkart SmartBuy 1000 W Dry Iron'],Vijay Ahire,Best in the market!,Nice product for lower price,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Good quality product,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Samajul Malithya,Pretty good,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Adil Khan,Brilliant,Perfect choice 👌🏻,5
['Flipkart SmartBuy 1000 W Dry Iron'],PRAKASH S,Just wow!,Using for past 1 month..Still now wprling good...Best at budget range....,5
['Flipkart SmartBuy 1000 W Dry Iron'],manish kr  manuj,Terrible product,Don't buy,1
['Flipkart SmartBuy 1000 W Dry Iron'],Shoukat ali  Nadaf,Delightful,Top brand,4
['Flipkart SmartBuy 1000 W Dry Iron'],Jagarnathverma Jagarnathverma,Terrific purchase,Nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Subhajit Biswas,Just okay,Nice,3
['Flipkart SmartBuy 1000 W Dry Iron'],Champa  Chutia,Best in the market!,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rajakumar A,Simply awesome,Value for the money,5
['Flipkart SmartBuy 1000 W Dry Iron'],Gopinath Sundar,Nice,Iron box is ok but wire length is too short.its comfortable with floor level ironing,3
['Flipkart SmartBuy 1000 W Dry Iron'],NANDHU NARENDRA,Just wow!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Classy product,This is nice very useful and confort to use ironing all meterial,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Very poor,Very very bad,1
['Flipkart SmartBuy 1000 W Dry Iron'],Krishnakumar Nair,Good choice,Nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],JELANI BASHA,Wonderful,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],DEEPIKA GUPTA,Does the job,lite weight iron but auto cut option is not available,3
['Flipkart SmartBuy 1000 W Dry Iron'],Sharon  Marak,Perfect product!,Its a useful product....I brought it 4 yrs before n still working like before...No damage no nothing,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Mind-blowing purchase,Nice product Have a all temperature options,5
['Flipkart SmartBuy 1000 W Dry Iron'],Gurdas singh,Mind-blowing purchase,Yery good job,5
['Flipkart SmartBuy 1000 W Dry Iron'],Akram  Arafat,Nice,It sticks the cloth,3
['Flipkart SmartBuy 1000 W Dry Iron'],Nasim Mondal,Excellent,Very good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],writer Anjanigupta,Worst experience ever!,Don't buy it is bad quality product,1
['Flipkart SmartBuy 1000 W Dry Iron'],Renu  Lodhi,Excellent,Awesome product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Good quality product,Better,4
['Flipkart SmartBuy 1000 W Dry Iron'],Santosh M,Super!,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Excellent,Super,5
['Flipkart SmartBuy 1000 W Dry Iron'],Nahar  Singh,Nice product,Good for money,4
['Flipkart SmartBuy 1000 W Dry Iron'],Navedhya Sajwan,Worth every penny,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rounak  Chouhan,Pretty good,Good quality,4
['Flipkart SmartBuy 1000 W Dry Iron'],Mithun Mandal,Worth every penny,Amazing product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Mohd  Irshad,Awesome,Good product.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Supriya Pandey,Worthless,Very bad product,1
['Flipkart SmartBuy 1000 W Dry Iron'],Hemapriya  Kota,Absolute rubbish!,It's not working only for two months it has worked...,1
['Flipkart SmartBuy 1000 W Dry Iron'],Barun halder,Terrific purchase,Wonderful product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Did not meet expectations,It's sticking,1
['Flipkart SmartBuy 1000 W Dry Iron'],Pushpendra Yadav,Classy product,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Savitree Sah,Very Good,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Shahid Ansari,Nice product,Good quality products I use easily,4
['Flipkart SmartBuy 1000 W Dry Iron'],Polinati Lakshmana,Wonderful,Beautiful design and best quality 😻❤️,5
['Flipkart SmartBuy 1000 W Dry Iron'],BAJRANG KUMAR OJHA,Simply awesome,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Wonderful,Amazing quality I really appreciate it,5
['Flipkart SmartBuy 1000 W Dry Iron'],Hifza Shireen,Great product,Good 👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Naveen Kumar,Simply awesome,Good and Love it!,5
['Flipkart SmartBuy 1000 W Dry Iron'],Imran Shaikh,Value-for-money,Great product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Nice product,good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Best in the market!,Super,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shuber Prasad,Good choice,4 out of 5 because it becomes hot quickly and burn the plate..,4
['Flipkart SmartBuy 1000 W Dry Iron'],Naurin Khan,Really Nice,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Sri Hari,Fabulous!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Simply awesome,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sravanthi Desham,Slightly disappointed,"It's Light weight ,not ironing hardly folds",2
['Flipkart SmartBuy 1000 W Dry Iron'],Mohd  Shahrukh,Simply awesome,Best quality,5
['Flipkart SmartBuy 1000 W Dry Iron'],Pabitra  Padhihari,Simply awesome,Awesome 👍🏼,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rajesh Sharma,Nice product,Nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],Manish Prajapati,Waste of money!,Most cheapest product ever I had,1
['Flipkart SmartBuy 1000 W Dry Iron'],Mohammad  Imtiyaz Alam,Simply awesome,Supar product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Aditya  Thakur,Wonderful,very good productbut it's getting hot,5
['Flipkart SmartBuy 1000 W Dry Iron'],Mangesh Pawar,Waste of money!,Bad....,1
['Flipkart SmartBuy 1000 W Dry Iron'],Gondaliya Parth,Must buy!,Flipkart smartbuy product best 😍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ashok  Kumar,Good choice,Satisfied with the product.,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Super!,This product is very useful,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Useless product,Product is too bad y because if we kept in plug and on the switch immedatly more power is coming the power want to come slowly but suddenly power coming so that we are switch offing for 1 cloth 5 times,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Very poor,Heating not uniform,1
['Flipkart SmartBuy 1000 W Dry Iron'],Ankur,Decent product,"Overheat at cotton setting, might cause damage to clothes",3
['Flipkart SmartBuy 1000 W Dry Iron'],Shyam kishor,Fabulous!,Very good and best quality thanks 👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Barsha Kumari,Highly recommended,Best,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Wonderful,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Absolute rubbish!,"Waste of money  plz don, t  purchase",1
['Flipkart SmartBuy 1000 W Dry Iron'],Naresh Prasad Sah,Excellent,good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Perfect product!,Awesome product...lite weight and perform super,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Excellent,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rama Burman,Good choice,Nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Brilliant,Gd product and best qulity ....❤,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Super!,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Abhay kumar Tiwari,Simply awesome,Products good  but packaging very worst,5
['Flipkart SmartBuy 1000 W Dry Iron'],Md.  Baidullah,Worth the money,Good products,5
['Flipkart SmartBuy 1000 W Dry Iron'],Arya Patel,Best in the market!,🙏 Thank you Flipkart nyc smartbuy 1000w dry iron,5
['Flipkart SmartBuy 1000 W Dry Iron'],Surinder Pal singh,Wonderful,Superb,5
['Flipkart SmartBuy 1000 W Dry Iron'],Raju,Just wow!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sunil  Maurya,Very poor,Very bad product,1
['Flipkart SmartBuy 1000 W Dry Iron'],Ravi Maniwade,Terrible product,After 2 week iron is not working.,1
['Flipkart SmartBuy 1000 W Dry Iron'],Shesh Narayan,Hated it!,Not so good,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Just okay,It's amazing product,3
['Flipkart SmartBuy 1000 W Dry Iron'],Neha Kumari,Don't waste your money,Bad quality,1
['Flipkart SmartBuy 1000 W Dry Iron'],Pawan Yadav,Delightful,Best quality 👌👌👌👌👌,4
['Flipkart SmartBuy 1000 W Dry Iron'],naushad alam,Simply awesome,Its very good quality ☺️And. Value for money 🤑And 2 years warranty 😲,5
['Flipkart SmartBuy 1000 W Dry Iron'],Afjal Shaikh,Awesome,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Brajesh Kumar,Brilliant,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Amit Majhi,Highly recommended,3rd Iron from Flipkart. Always happy with this project. Value for money Iron.,5
['Flipkart SmartBuy 1000 W Dry Iron'],DINESH C,Moderate,Pls don't buy this product quality not good,2
['Flipkart SmartBuy 1000 W Dry Iron'],Praveen Mishra,Good choice,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Nava kanta Medak,Simply awesome,Nice product 👍👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Good quality product,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],lalit kumar,Fabulous!,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Balram  Gupta,Horrible,Very bad,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Awesome,The product is good but the heating problem,5
['Flipkart SmartBuy 1000 W Dry Iron'],Manish  Kumar,Classy product,Very good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Wonderful,This product and quality is very good with reasonable price,4
['Flipkart SmartBuy 1000 W Dry Iron'],Pooja  Lamba,Worthless,It stopped working after  4 months,1
['Flipkart SmartBuy 1000 W Dry Iron'],Manoj  Rana,Excellent,Very good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sandeep Pal,Terrible product,Iron coating damaged after doing 2-3 times of use,1
['Flipkart SmartBuy 1000 W Dry Iron'],Atulya Prakash,Mind-blowing purchase,The product is so good that the black colour is used in the last 03 years.Still no problem except cable .,5
['Flipkart SmartBuy 1000 W Dry Iron'],Masum Ahmed Mallick,Nice,I used this product since 3month...ok ok product...not very good.not bad also...,3
['Flipkart SmartBuy 1000 W Dry Iron'],mounika marripati,Terrific purchase,Nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],jyoti varma,Absolute rubbish!,not working this product 😞,1
['Flipkart SmartBuy 1000 W Dry Iron'],Ritu Raj,Good choice,The product is good. It's a light weight iron.,1
['Flipkart SmartBuy 1000 W Dry Iron'],Prabhat Kumar,Terrific,Best,5
['Flipkart SmartBuy 1000 W Dry Iron'],Umedali Mendrani,Terrible product,Not good,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Nice,Not bad,3
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worth the money,Everything is good but it's but temperature nob is little bad.,4
['Flipkart SmartBuy 1000 W Dry Iron'],Shiv Kumari,Brilliant,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Satyam Sharma,Perfect product!,Best quality product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Salman Khan,Worth the money,Awesome product,4
['Flipkart SmartBuy 1000 W Dry Iron'],AJIT KUMAR ROY,Best in the market!,Best Iron,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ankit Kumar,Classy product,Good job,5
['Flipkart SmartBuy 1000 W Dry Iron'],manish kumar,Perfect product!,Good product 👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Simply awesome,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Prakash Chandra Mishra (bhikam Vakil) Prakash Chandra Mishra(Bikham vakil),Awesome,Nice product👍👍👍👌,5
['Flipkart SmartBuy 1000 W Dry Iron'],Nikhil Willington,Worth the money,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Smita Paul,Not good,After frew days it got rust all over which destroys whire dresses while pressing them,2
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Awesome,All features are good and quality is very nice.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Fazle Rahman,Simply awesome,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Omprakash  Gupta,Very poor,Vary bad,1
['Flipkart SmartBuy 1000 W Dry Iron'],BINIT SINGH,Waste of money!,Very worst product... also dont show return option.  Horrible ex5,1
['Flipkart SmartBuy 1000 W Dry Iron'],Arman Khan,Not good,Cheapest quality,2
['Flipkart SmartBuy 1000 W Dry Iron'],Divyansh Patel,Expected a better product,Bad product,2
['Flipkart SmartBuy 1000 W Dry Iron'],Ashish kumar,Not recommended at all,After one week or so it's stop working,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Terrific,Nice product...Exactly as shown in image..,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Hated it!,Very bad products....dont buy,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Terrible product,Very bad product,1
['Flipkart SmartBuy 1000 W Dry Iron'],Rahaman,Value-for-money,Great,4
['Flipkart SmartBuy 1000 W Dry Iron'],Venkata Siva reddy V,Fair,At high temperature it's plate is producing plastic like material,2
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Best in the market!,It is a very good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rajkishore ...,Very Good,Comparing to price 👍🏼,4
['Flipkart SmartBuy 1000 W Dry Iron'],Kamal Devrath,Good,"Very warm , average iron quality",3
['Flipkart SmartBuy 1000 W Dry Iron'],ATANU  CHAKRABORTY,Perfect product!,Very Good product 🤠,5
['Flipkart SmartBuy 1000 W Dry Iron'],Tanmai Kar,Mind-blowing purchase,Nice work,5
['Flipkart SmartBuy 1000 W Dry Iron'],Bapi sk,Excellent,Darun heed,5
['Flipkart SmartBuy 1000 W Dry Iron'],Priyabrata Subudhi,Delightful,Nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],Gopal  Das,Very Good,Very nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],Faizal Sultan,Super!,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Mohit Tripathi,Worth every penny,"Very nice product & complete auto cut,",5
['Flipkart SmartBuy 1000 W Dry Iron'],Shahaji Kokane,Perfect product!,Gud product,5
['Flipkart SmartBuy 1000 W Dry Iron'],MADHAN M,Terrific,Awesome but wire length short...☹️,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Great product,Value for money,5
['Flipkart SmartBuy 1000 W Dry Iron'],Abhijeet Singh,Worth the money,Good value for money,4
['Flipkart SmartBuy 1000 W Dry Iron'],Das Kasi Raj,Not recommended at all,"It's waste box,not proper iron with colths",1
['Flipkart SmartBuy 1000 W Dry Iron'],chandan kumar Sudhakar,Good quality product,Need for some finishing touch in this iron.Its soo light weight.,4
['Flipkart SmartBuy 1000 W Dry Iron'],Aman kumar,Pretty good,good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Md Sajjad Ala,Best in the market!,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Diksha Anup  Bagde,Must buy!,Useful product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ashok Kumar Bhoi,Good choice,Nice product 👌👌👌👌👌,4
['Flipkart SmartBuy 1000 W Dry Iron'],SANDIP Mandal,Did not meet expectations,Bad product,1
['Flipkart SmartBuy 1000 W Dry Iron'],Naga Durga Rao  Ganta,Nice product,Good but light in weight,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Excellent,Very good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ayan Ganguly,Best in the market!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Must buy!,Very nice product recived like as showing working as well good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Good quality product,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Just wow!,Perfect 💕,5
['Flipkart SmartBuy 1000 W Dry Iron'],Khaja Ayub,Brilliant,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Highly recommended,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Amjad Sk,Delightful,Good product 👌👍,4
['Flipkart SmartBuy 1000 W Dry Iron'],Shivam Kumar,Terrific purchase,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Highly recommended,I like it this product 😍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sanjay Sanjay,Hated it!,"Don't buy this product they send defective items, I got 2nd time product, it is work when I was checked it but after one day it's not working don't buy this product, waste of money",1
['Flipkart SmartBuy 1000 W Dry Iron'],Himanshu Raj,Best in the market!,Best value for money product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Could be way better,Product was totally useless and not working,2
['Flipkart SmartBuy 1000 W Dry Iron'],Raj Shree,Fair,Good,3
['Flipkart SmartBuy 1000 W Dry Iron'],Santhosh  Kumar,Brilliant,Excellent  and useful..,5
['Flipkart SmartBuy 1000 W Dry Iron'],Vidyasagar upadhyay,Expected a better product,Average quality item,2
['Flipkart SmartBuy 1000 W Dry Iron'],Goutam  Mistri,Best in the market!,Amezing product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ajay  Kumar,Fabulous!,Very good ☺️☺️☺️,5
['Flipkart SmartBuy 1000 W Dry Iron'],GAUTAM KUMAR,Good quality product,Good iron,4
['Flipkart SmartBuy 1000 W Dry Iron'],Dipak Pradhan,Mind-blowing purchase,Very good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Mahesh   Bompiwar,Worth every penny,Very good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Kukil Rabha,Great product,Very Good Product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Hari prasad  Swain,Just wow!,Good one..,5
['Flipkart SmartBuy 1000 W Dry Iron'],M.vignesh Vicky,Just wow!,Super,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Great product,Best,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rekha Rao,Must buy!,Superbbb,5
['Flipkart SmartBuy 1000 W Dry Iron'],Vishal maurya,Highly recommended,Very nice product 😍😍😍😍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Delightful,I like this,4
['Flipkart SmartBuy 1000 W Dry Iron'],Sunil Kumar  Gaur,Great product,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rajinder  Kumar,Pretty good,Good 👍,4
['Flipkart SmartBuy 1000 W Dry Iron'],Viku  Yadav,Good,Good,3
['Flipkart SmartBuy 1000 W Dry Iron'],Sanket Shinde,Awesome,Very nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Bad quality,Bogas,2
['Flipkart SmartBuy 1000 W Dry Iron'],Dheeraj  Kumar,Simply awesome,Very good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Aashish Kumar,Delightful,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Sau Rabh,Simply awesome,One of the best product in price range😂😂😂,5
['Flipkart SmartBuy 1000 W Dry Iron'],Mukul  Jindal,Best in the market!,Good work and light wat,5
['Flipkart SmartBuy 1000 W Dry Iron'],Debabrata Jana,Bad quality,I am not comfortable  this products,2
['Flipkart SmartBuy 1000 W Dry Iron'],MAYUR SHANKARRAO DATIR,Great product,Nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Mind-blowing purchase,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Anuj KUMAR,Brilliant,It's realy nice 💯💯,5
['Flipkart SmartBuy 1000 W Dry Iron'],Bindukesh,Worth every penny,Nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sandeep  Singh,Excellent,Good in this range,5
['Flipkart SmartBuy 1000 W Dry Iron'],VENUGOPAL GC,Worth every penny,Good,5
